id,agency,updated,accessed,url,data_retention_in_days,number_of_owned_cameras,external_organizations_with_access,hotlists_alerted_on,vehicles_detected_in_the_last_30_days,hotlist_hits_in_the_last_30_days,searches_in_the_last_30_days,public_search_audit
529,Cleveland County NC SO,2024-04-26T09:33:15Z,2024-04-26T17:26:06Z,https://transparency.flocksafety.com/cleveland-county-so-,30 days,14,NA,"NCIC, NCMEC Amber Alert",136461,58,382,1
4961,DNU,2024-04-26T08:39:07Z,2024-04-26T17:26:08Z,https://transparency.flocksafety.com/saratoga-ca-pd,-Infinity days,0,NA,NA,0,Data Unavailable,NA,0
69,Apache Junction AZ PD,2024-04-26T14:04:41Z,2024-04-26T17:26:09Z,https://transparency.flocksafety.com/apache-junction-az-pd,30 days,NA,NA,"NCIC, NCMEC Amber Alert",NA,NA,NA,0
4099,Granby CO PD,2024-04-26T14:05:45Z,2024-04-26T17:26:11Z,https://transparency.flocksafety.com/granby-co-pd,30 days,2,NA,"NCIC, NCMEC Amber Alert, Colorado Crime Information Center (CCIC)",24387,263,33,0
1396,Lafayette IN PD,2024-04-26T08:19:36Z,2024-04-26T17:26:13Z,https://transparency.flocksafety.com/lafayette-pd-in,30 days,22,"Adrian MI PD, Anderson PD IN, ATF Nashville TN, Avon IN PD, Bargersville IN PD, Bartholomew County IN SO, Bayfield County WI SO, Beech Grove IN PD, Beecher IL PD, Bensenville IL PD, Berrien County MI SO, Berwyn IL PD, Bloomington IL PD, Blount County Commission (AL), Blue Island IL PD, Bluffton IN PD, Boone County IN SO, Bradley IL PD, Brown County SO IN, Brownsburg IN PD, Buchanan County MO SO, Bullitt County KY SO, Butler County OH SO, Carmel IN PD, Cass County IN SO, Cedar Lake IN PD, Chatham IL PD, Chesterton IN PD , Clark County IN SO, Clark-Pleasant Police Department - IN PD , Clarksville IN PD, Clay County IN SO, Coffeyville KS PD, Columbus IN PD, Community Health PD IN, Crawfordsville IN PD, Cumberland Metro IN PD, Danville IL PD, Danville IN PD, Dayton IN PD, Dayton TN PD, Decatur IL PD, Delphi IN PD, Dubois County IN SO, DuComb Center IN, Edgewood IN PD, Edinburgh IN PD, El Paso IL PD, Elizabethtown KY PD, Elkhart County IN SO, Elwood IN PD, Evansville IN PD, FBI, Ferdinand IN PD, Fishers IN PD, Floyd County IN SO, Fort Wayne IN PD , Fortville IN PD, Frankfort IN PD, Franklin IN PD, Franklin Township PA PD, Franklin WI PD, Fulton County IN SO , Gary IN PD, Georgetown KY PD, Glencoe IL PD, Goshen IN PD, Grant County IN SO, Greencastle IN PD, Greenfield IN PD, Greensburg IN PD, Greenwood IN PD, Hamilton County IN SO, Hamilton County OH SO, Hamilton County TN SO, Hancock County IN SO, Hanover IN PD, Hardin County OH SO, Henderson KY PD, Hendricks County IN SO, Henry County IN SO, Hoopeston IL PD , Houston TX PD, Howard County IN SO, Huntsville AL PD, Indiana Department of Corrections, Indiana HIDTA , Indiana State Police IN PD, Indianapolis International Airport IN PD, Indianapolis Metro PD IN, Ingalls IN PD, Iroquois IL SO , Jackson County IN SO, Jacksonville IL PD, Jasper County IN SO, Jasper IN PD, Jefferson County MO SO, Jefferson County SO IN, Jeffersontown KY PD, Johnson County IN SO, Joplin MO PD, Justice IL PD, Kalamazoo MI PD, Kankakee County IL SO, Kankakee IL PD, Kokomo IN PD, Kosciusko County IN SO, Lake Station IN PD, Lansing IL PD, Lapel IN PD, Laporte County IN SO , Lasalle IL PD , Lawrence IN PD, Lebanon IN PD , Lexington NE PD, Linden IN PD, Louisville Metro KY PD, Mackinaw IL PD, Madisonville KY PD, Marion AR PD, Marion IN PD, Marshall County Prosecutors Office IN, Middlebury IN PD, Midlothian IL PD, Monon IN PD, Monroe County IN SO, Monroe GA PD, Montezuma IN PD, Montgomery County IN SO, Morton Grove IL PD, Mount Pleasant WI PD, Mount Prospect IL PD, Mount Vernon IN PD, Muncie IN PD, Murfreesboro TN PD, Naperville IL PD, Nappanee IN PD, New Albany IN PD, New Chicago IN PD, Newton County IN SO, Noblesville IN PD, Norfolk Southern RR IL PD, Normal IL PD , Norwood OH PD, Ontario CA PD, Orange County FL SO, Ottawa IL PD, Owen County IN SO, Owensboro KY PD, Palos Heights IL PD, Parke County IN SO, Perrysburg OH PD, Pittsboro IN PD, Plain City OH PD, Plainfield IN PD, Pokagon Tribal MI PD, Portage IN PD, Portage MI PD, Porter County IN SO, Posen IL PD, Pulaski County IN SO, Purdue University IN PD, Putnam County IN SO, Radcliff KY PD, Richland County SC SO, Richmond VA PD, Rochester IN PD, Rock Hill SC PD, Rockdale IL PD , Rockport IN PD, Rossville IL PD, Rush County IN SO, Rushville IN PD, Santa Barbara County CA SO, Sarasota FL PD, Sauk Village IL PD, Scott County IN SO, Seelyville IN PD, Shelbyville IN PD , Shorewood IL PD, Sidney OH PD, South Bend IN PD, Spencer County IN SO, Springfield MO PD, Springfield Township OH (Hamilton Co) PD, St. Joseph County SO IN, Sterling Heights MI PD, Sullivan County IN SO, Tell City IN PD, Thornton CO PD, Tilton IL PD, Tippecanoe County IN SO, Tooele City PD UT, Union County KY SO, University of Notre Dame PD (IN), US Postal Inspection Service, Vandalia OH PD, Vermillion County IN SO, Vigo County IN SO, Village of LaGrange Park IL PD, Village of Lynwood IL PD, Village of Manhattan IL PD, Village of Park Forest IL PD, Vincennes IN PD, Wabash County IN SO, Wabash IN PD, Wakarusa IN PD, Warren County IN SO, Warren OH PD, Warrenville IL PD, Warrick County IN SO, Warsaw PD IN, Wartburg TN PD, West Bend WI PD, West Chester OH PD, West Lafayette IN PD, West Terre Haute IN PD, Westfield IN PD, White County IN SO, Whitestown IN PD, Wichita Falls TX PD , Willowbrook IL PD, Wilmington IL PD, Winona Lake PD - IN, Wyoming OH PD, Zionsville IN PD","NCIC, NCMEC Amber Alert, IDACS",413909,73851,502,0
3796,Lockney TX PD,2024-04-26T08:18:07Z,2024-04-26T17:26:15Z,https://transparency.flocksafety.com/lockney-pd-tx,30 days,2,NA,"NCIC, NCMEC Amber Alert",14061,2,NA,0
1990,Palm Springs CA PD,2024-04-26T14:00:02Z,2024-04-26T17:26:17Z,https://transparency.flocksafety.com/palm-springs-ca-pd,30 days,13,"California Highway Patrol, Cathedral City CA PD, Citrus Heights CA PD, Contra Costa County CA SO, Desert Hot Springs CA PD, El Cajon CA PD, Fairfield CA PD, Fullerton CA PD, Garden Grove CA PD, Grover Beach CA PD, Hemet CA PD , Indio CA PD, Murrieta CA PD, Napa CA PD, NCRIC, Oceanside CA PD, Placentia CA PD, Riverside County CA SD, Santa Barbara County CA SO, Seal Beach CA PD , Upland CA PD , West Covina CA PD","California SVS, NCMEC Amber Alert",399637,1295,442,1
2334,Shrewsbury MO PD,2024-04-26T13:58:10Z,2024-04-26T17:26:18Z,https://transparency.flocksafety.com/shrewsbury-mo-pd,30 days,8,NA,"NCIC, NCMEC Amber Alert, REJIS",285770,10111,33,1
102,Aubrey TX PD,2024-04-26T14:02:56Z,2024-04-26T17:26:20Z,https://transparency.flocksafety.com/aubrey-tx-pd,30 days,34,NA,"NCIC, NCMEC Amber Alert",NA,410,NA,0
3612,Oroville CA PD,2024-04-26T14:02:30Z,2024-04-26T17:26:21Z,https://transparency.flocksafety.com/oroville-ca-pd,30 days,35,"Alameda County CA SO, Amador County CA Sheriff's Office, Anaheim CA PD, Anderson CA PD, Bakersfield CA PD, Bell Gardens CA PD, Beverly Hills CA PD, Brawley CA PD, Burbank Airport CA PD, Burbank CA PD, Butte County SO, Cal Fire , California Highway Patrol, California State Parks - Inland Empire, Campbell CA PD, Capitola CA PD, Carlsbad CA PD, Chino PD (CA), Chula Vista CA PD, Citrus Heights CA PD, Clearlake CA PD, Clovis CA PD, Colma CA PD, Colton CA PD , Contra Costa County CA SO, Corona CA PD, Costa Mesa CA PD, Covina CA PD, Culver City CA PD, Danville CA PD, Delano CA PD, Desert Hot Springs CA PD, Dixon CA PD, Dublin CA PD (ACSO), El Cajon CA PD, El Cerrito CA PD, Fairfield CA PD, Folsom CA PD, Fort Bragg CA PD, Fowler CA PD, Fullerton CA PD, Gilroy CA PD, Glendora (CA) PD, Grass Valley CA PD, Grover Beach CA PD, Hanford CA PD, Hayward CA PD, Hemet CA PD , Hollister CA PD, Imperial County CA SO, Indio CA PD, Kern County CA SO , La Habra CA PD, Laguna Beach CA PD, Lincoln CA PD, Livermore CA PD, Lodi CA PD, Lompoc CA PD, Los Alamitos PD CA, Los Angeles CA PD, Manteca CA PD, Mendocino County SO-CA, Merced County CA SO, Milpitas CA PD, Montclair CA PD, Monterey Park CA PD, Morgan Hill CA PD, Murrieta CA PD, Napa CA PD, Napa County CA SO, NCRIC, Nevada City CA PD, Newark CA PD , Newport Beach PD CA, Novato CA PD, Oakley CA PD, OC Sheriff CA, Ontario CA PD, Orange PD CA, Oxnard CA PD , Palm Springs CA PD, Pasadena CA PD, Placer County CA SO, Pleasant Hill CA PD, Pleasanton CA PD, Porterville CA PD, Redwood City CA PD, Reedley CA PD, Riverside County CA District Attorney, Riverside County CA SD, Roseville CA PD, Salinas CA PD, San Bernardino County CA SO, San Bruno CA PD, San Diego CA PD, San Joaquin County CA SO, San Luis Obispo CA PD , San Luis Obispo County (CA) Sheriff , San Mateo CA PD, San Mateo County CA SO, Santa Barbara County CA SO, Santa Clara CA PD, Santa Rosa CA PD, Seal Beach CA PD , Seaside CA PD, Sequoias Community College District CA PD, Simi Valley CA PD, Solano County CA SO, Sonoma County CA SO, South Pasadena CA PD, Suisun City CA PD , Tehachapi CA PD, Tracy CA PD, Truckee CA PD, Tustin CA PD , Ukiah CA PD, Upland CA PD , Vacaville CA PD, Vallejo CA PD, Vernon CA PD, Watsonville CA PD, West Covina CA PD, West Valley Mission College Dist Campus (CA), Westminster CA PD, Woodlake CA PD, Woodland CA PD, Yuba County Sheriffs Office","California SVS, NCMEC Amber Alert",172958,Data Unavailable,155,0
4358,Los Altos CA PD,2024-04-26T14:03:46Z,2024-04-26T17:26:23Z,https://transparency.flocksafety.com/los-altos-ca-pd,30 days,10,"El Cajon CA PD, El Cerrito CA PD, Palo Alto CA PD, Santa Clara County CA SO","California SVS, NCMEC Amber Alert",282994,312,63,0
4628,Lone Peak UT PD,2024-04-26T12:14:29Z,2024-04-26T17:26:25Z,https://transparency.flocksafety.com/lone-peak-ut-pd,30 days,7,NA,NA,69083,0,37,0
4652,Maple Grove MN PD,2024-04-26T12:31:32Z,2024-04-26T17:26:27Z,https://transparency.flocksafety.com/maple-grove-mn-pd,30 days,1,"Anoka County MN SO, Blaine MN PD, Champlin MN PD, Coon Rapids MN PD, Deephaven MN PD, Fridley MN PD, Minnetonka MN PD, MOCIC , Mounds View MN PD, Paul Bunyan Task Force MN, Robbinsdale MN PD, St. Louis Park PD MN, Woodbury MN DPS","NCMEC Amber Alert, MN BCA",19789,71,39,0
4654,Margaret AL PD,2024-04-26T12:27:31Z,2024-04-26T17:26:28Z,https://transparency.flocksafety.com/margaret-al-pd,30 days,3,"Adamsville AL PD, AL - Troy University - Insight , Alabama Drug Enforcement Task Force Region G, Alabama Law Enforcement Agency (ALEA), Alabaster AL PD, Albertville AL PD, ALDOI/ AL State Fire Marshal's Office, Alexander City AL PD, Argo AL PD, Ashland AL PD, Attalla AL PD, Auburn AL PD, Baldwin County AL SO , Bessemer AL PD, Bibb County AL SO, Birmingham AL PD, Blount County Commission (AL), Boaz AL PD, Briarwood AL Campus Police, Brighton AL PD, Brookside AL PD, Calera AL PD, Calhoun County AL SO, Camden AL PD, Center Point AL PD, Centreville AL PD, Chambers County AL SO, Cherokee County AL SO, Chilton County AL SO, City of Clay - AL, Cleburne County AL SO, Coffee County AL SO, Colbert County AL SO, Columbiana AL PD, Coosada PD AL, Cordova AL PD, Cullman AL PD, Cullman County AL SO, Dale County AL SO, Daleville AL PD, Dallas County AL SO, Decatur AL PD, DFW Airport PD TX, Dothan AL PD, Dothan Regional Airport AL, Elmore County AL SO, Etowah County AL SO, Eufaula AL PD, Eutaw AL PD, Fairfield AL PD, Fayette AL PD, Florence AL PD, Foley AL PD, Franklin County AL SO, Fultondale AL PD, Gardendale AL PD, Glencoe AL PD, Greenville AL PD, Guntersville AL PD, Hackleburg AL PD, Hamilton AL PD , Hanceville AL PD, Hancock County MS SO, Hartselle AL PD, Heflin AL PD, Helena AL PD, Hokes Bluff AL PD, Homewood AL PD, Houston County AL SO, Hueytown AL PD, Huntsville Airport AL PD, Huntsville AL PD, Irondale AL PD, Jacksonville AL PD, Jasper AL PD, Jefferson County AL SO, Kimberly AL PD, Lake View AL PD, Lauderdale County AL SO, Lawrence County AL SO, Lee County AL SO, Leeds AL PD, Leesburg AL PD, Lincoln AL PD, Livingston AL PD, Macon County AL SO, Madison AL PD, Maplesville AL PD, Marshall County AL SO, Midfield AL PD, Millbrook AL PD, Montevallo AL PD, Montgomery AL PD, Montgomery County AL SO, Moody AL PD, Morgan County AL SO, Morris AL PD, Moulton AL PD, Mountain Brook AL PD, Muscle Shoals AL PD, Northport AL PD, Odenville AL PD, Oneonta AL PD, Opelika AL PD, Orange Beach AL PD, Oxford AL PD, Parrish AL PD , Pelham AL PD, Pell City AL PD, Phenix City AL PD, Pike County AL SO, Pinson AL PD, Pleasant Grove AL PD, Prattville AL PD, Priceville AL PD, Putnam County FL SO, Ragland AL PD, Rainbow City AL PD, Russell County AL SO, Russellville AL PD, Samford University AL PD, Scottsboro AL PD, Selma AL PD, Shelby County AL SO, Southside AL PD, Springville AL PD, St. Clair County AL Dispatch, St. Clair County AL SO, St. Johns County FL SO, Steele AL PD, Talladega AL PD, Tallapoosa County AL SD, Tarrant AL PD, Texas Financial Crimes Intelligence Center, Town of Eva AL PD, Troy AL PD, Trussville AL PD, Tuscaloosa AL PD, Tuscaloosa County AL SO, Tuscumbia AL PD, Tuskegee AL PD, Univ. of TX - Arlington PD, University of Alabama - Birmingham Campus AL PD, University of Alabama AL PD, US Postal Inspection Service, Vestavia Hills AL PD, Walker County AL SO, Warrior AL PD, Winfield AL PD, Woodstock AL PD","NCIC, NCMEC Amber Alert",31054,16,0,1
